,shortcode,edge_media_preview_comment.count,edge_media_preview_like.count,edge_media_to_caption.edges
24,B8POKPrJ7n-,0,1,[{'node': {'text': '👉 ... daha güvenli 1 #kamusağlığı uygulaması için on milyonlarca 👉🌟🌟🌟🌟🌟 Li Wenliang ‘a 💫 ihtiyaç var ... ✨✨✨✨✨🙏 👉by- dr. #liwenliang #china 💫'}}]
25,B8PMb8tjxJR,0,5,[{'node': {'text': '6/2/2020\n#LIWENLIANG #李文亮'}}]
26,B8QG2-FByjm,6,28,[{'node': {'text': '為眾人抱薪者，不可使其凍斃於風雪。為自由開道者，不可令其困厄於荊棘。\n\n#news #liwenliang #李文亮 #doctor #chinaphotography #china #coronavirus #corona #liberty #democracy #qiqihar #harbin #Changchun #shenyang #Beijing #wuhan #hangzhou #wenzhou #amoy #hongkong #hubei'}}]
27,B8PL9KSAY-P,0,1,"[{'node': {'text': '""我们知道他们在说谎，他们也知道他们在说谎，他们知道我们知道他们在说谎，我们也知道他们知道我们知道他们在说谎，但是他们依然在说谎""。---索尔仁尼琴 R.I.P#liwenliang'}}]"
28,B8P_fpJJZrE,0,19,"[{'node': {'text': '20200206, Proposal.\n#liwenliang'}}]"
29,B8O7zIwjfJJ,5,275,"[{'node': {'text': ""Even good Chinese, it must be said, are a victims the CCP. Let's turn our minds to noble fighters against oppression such as Jiang Yanyong, and more recently Xu Zhangrun and Li Wenliang.\u2063\n\u2063\nRIP Li Wenliang \u2063\n\u2063\n\u2063\nvideo: @yellow_bee2\u2063\n#CCP #China #WuhanCoronavius  #ChineseDoctorLiWenliang #WuhanPneumonia #XiJinping #Wuhan #李文亮 #LiWenliang \n𝗙𝗼𝗹𝗹𝗼𝘄 𝗯𝗮𝗰𝗸𝘂𝗽 𝗮𝗰𝗰𝗼𝘂𝗻𝘁: @free_hongkong2""}}]"
30,B8QZYFGJf9a,55,14212,"[{'node': {'text': 'ચીનના વુહાનની હોસ્પિટલમાં કામ કરતા ઓપ્થેલ્મોલોજિસ્ટ લી વેનલિઆંગના નોવેલ-કોરોનાવાઈરસથી જ મૃત્યુની ચીને સત્તાવાર રીતે પુષ્ટિ કરી છે. 34 વર્ષીય આ ડોક્ટરે છેક 30 ડિસેમ્બરે પોતાના સાથી તબીબોને આ નવા પ્રકારના ગંભીર વાઈરસ અંગે એક ચેટ ગ્રૂપમાં ચેતવણી આપી હતી, પરંતુ તેની વાતને ગંભીરતાથી લેવાને બદલે ચીની પોલીસે તેને ખોટી અફવા ફેલાવવા બદલ અને સામાજિક વ્યવસ્થાને ડહોળવા બદલ શો કોઝ નોટિસ પાઠવી હતી. ચાઈનીઝ સોશિયલ નેટવર્કિંગ વેબસાઈટ ‘વેઈબો’ પર આ ડોક્ટરે લખેલું કે 10 જાન્યુઆરીથી તેને ઉધરસ શરૂ થઈ હતી અને બીજા દિવસે તેને તાવ આવવો શરૂ થયો હતો. તેના બે દિવસ પછી તેને હોસ્પિટલમાં દાખલ કરાયો હતો. 30 જાન્યુઆરીએ તેને કોરોનાવાઈરસનો ચેપ લાગ્યો છે તેની પુષ્ટિ થઈ હતી. ચીને આ ડોક્ટરની વાતને અવગણીને દબાવી દેવાને બદલે શરૂઆતથી જ ગંભીરતાથી લીધી હોત તો આ ગંભીર વાઈરસને આ હદે ફેલાતો અટકાવી શકાયો હોત. હવે સમગ્ર દુનિયામાંથી આ વ્હીસલબ્લોઅર ડોક્ટર માટે શ્રદ્ધાંજલિઓનો ધોધ વછૂટી રહ્યો છે. #CoronaVirus #Wuhan #China #LiWenliang'}}]"
31,B8QP2ywBir_,1,6,[{'node': {'text': '#liwenliang'}}]
32,B8QDt8in14j,0,12,[{'node': {'text': '#不能不明白 #liwenliang #李文亮'}}]
33,B8QbGbXny8g,0,3,[{'node': {'text': '#李文亮 #liwenliang'}}]
34,B8P94NipuBx,0,3,[{'node': {'text': '没有讲出真话的自由\n亦没有死去的自由\n不能悼念的是继续失去的自由\n存在心中的却是永恒的自由\n有的人活着 他已经死了\n有的人死了他还活着\n下辈子做个普通的人 过自己的生活\n李医生 安息 rip🕯️\n#liwenliang #李文亮 #2019ncov'}}]
35,B8QcYqtBiu6,0,2,"[{'node': {'text': 'The Chinese government has been covering up the spread of the novel coronavirus by silencing doctors.\nEight Wuhan doctors, who discussed the alarming spread of the novel coronavirus in December, were arrested for “spreading rumors” around Jan 1. But the Chinese government never apologizes to them. The doctors are back to work risking their lives to help their patients. One of the eight doctors is now under treatment after getting infected by the same virus.\nThen the severity of the epidemic is still “highly confidential” information within all hospitals in China. The Chinese people are not allowed to know the truth.\n————————————\nLi Wenliang, one of the eight doctors charged by the police around January 1 for “spreading rumors”, was working on the frontline to help his patients fighting the Wuhan coronavirus.\n————————————\nSecond Photo: \nThe Wuhan Police Station’s discipline document signed by Doctor Li using a “template”:\nSimplified Translation:\nDiscipline reason: spread false information in a WeChat group about seven SARS-like cases related to Huanan Fruit and Seafood Market on Dec 30, 2019.\nPolice: Warning and verbal discipline for unstabilizing the society in violation of Chinese law. You must stop the illegal behavior. Can you obey?\nDoctor Li: Yes (authenticated by his fingerprint)\nPolice: We hope you can calm down and think it over. We solemnly warn you: it is a crime punishable by law if you continue the illegal behavior. Do you understand?\nDoctor Li: I understand (authenticated by his fingerprint)\nSigned by Doctor Li (authenticated by his fingerprint)\n—————————————\nOn his Weibo post he describes how on 10 January he started coughing, the next day he had a fever and two days later he was in hospital. He was diagnosed with the coronavirus on 30 January.\nLi caught the coronavirus himself after treating people who had it. Wuhan Central Hospital said at about 4 a.m. local time on Friday that he died after “efforts to save him were ineffective.”\n#disease #healthybodyhealthymind \n#healthytips #healthblogger #healthylifestyle\n#healthbenefit #healthtalk #singaporeinsider \n#wuhanvirus #wuhanchina #coronavirus#liwenliang'}}]"
36,B8P6MwzFcgE,0,3,[{'node': {'text': 'Les trois ages #liwenliang  Rip'}}]
37,B8O266FFvOR,2,11,[{'node': {'text': '😭#liwenliang 1986.10.12－2020.2.6'}}]
38,B8PU7DiFRoj,2,1,"[{'node': {'text': 'Breaking: #LiWenliang,the Chinese doctor who sounded the alarm over the #Coronavirus has died of the disease,the hospital confirms. 🇨🇳'}}]"
39,B8PBB6vn7gp,2,16,"[{'node': {'text': 'I was really sad after hearing the death of #LiWenliang, doctor who leaked the information that a sars-like virus had erupted in China to general public. He dared to speak out the truth of #WuhanCoronavirus, which was so rare in China. \nHe is a real hero.'}}]"
40,B8QDTwmB4Od,0,5,[{'node': {'text': '“由是观之，则今之高爵显位，一旦抵罪，或脱身以逃，不能容于远近，而又有剪发杜门、佯狂不知所之者，其辱人贱行，视五人之死，轻重固何如哉？是以蓼洲周公忠义暴于朝廷，赠谥美显，荣于身后；而五人亦得以加其土封，列其姓名于大堤之上，凡四方之士，无有不过而拜且泣者，斯固百世之遇也。.....亦以明死生之大，匹夫之有重于社稷也。”#liwenliang'}}]
41,B8O9vj9lOQu,2,11,[{'node': {'text': 'One lucky win🔥🔥\n@chuckbuck__\n #apexlegends #playapex #cod #codmobile #cute #smallstreamersconnect #memes #ps #funny #beauty #callofdutymodernwarfare #esports #gamer #Ltwalls #playstation #lol #followforfollowback #gta #gta5 #streamer #streaming #meme #fortnite #snoop #popeye #liwenliang'}}]
42,B8PEhgnB719,0,16,[{'node': {'text': '#liwenliang  愿来世不要做医生🙏🙏'}}]
43,B8Pq1a4Hd_W,4,15,[{'node': {'text': 'RIP Dr Wenliang Li #coronavirus #liwenliang #wenliangli #digitalart #procreate #procreateart'}}]
44,B8PsvMblHF0,0,3,"[{'node': {'text': 'Reposted from @foreignpolicymag The Wuhan-based doctor Li Wenliang tried to raise the alarm on the new coronavirus at its outset, but in response, the local government sent police to threaten him into silence. Today he has died, becoming one of the youngest known victims of the global pandemic—but the authorities are struggling to bury the story. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀\nLi was one of eight doctors who posted accounts of the virus online early on, fearing that it showed human-to-human transmission, and he is the latest fatality among over 500 health care workers currently infected. “And he will not be the last,” FP’s James Palmer writes. ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀\n“While the whistleblowers have won applause from a central government eager to blame the local authorities for the failure, spreading news of his death, if it has happened, is clearly much riskier, especially as Beijing cracks down on journalists, doctors, and ordinary citizens speaking out,” Palmer writes. ⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀\nClick the link in our bio to dive deeper into the implications of Beijing’s cover-up and crucial questions the government must face in the wake of the pandemic’s first martyr. ⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀\n📸 | Li Wenliang/Weibo\n#Wuhan #coronavirus #LiWenliang - #regrann'}}]"
45,B8JhixXAPZH,527,28325,"[{'node': {'text': '""Le advertimos solemnemente: si sigue siendo terco e impertinente, y continúa con esta actividad ilegal, será llevado ante la Justicia ¿se entiende?"" 🤐 \nEsa fue la advertencia que las autoridades de China le hicieron a Li Wenliang, un oftalmólogo del Hospital Central de Wuhan, quien días antes envió en un chat con otros médicos, un aviso sobre un nuevo virus parecido al SARS que estaba registrándose en su zona. \nChina, cuyo control de internet es sabido, supo de la conversación y llegó directamente donde el profesional a pedirle que detenga sus ""comentarios falsos"" que habían ""perturbado severamente el orden social"". El mensaje fue a finales de diciembre, ya en los primeros días de enero Wenliang atendió a una paciente quien resultó tener el coronavirus. Posteriormente él y sus padres también contrajeron el virus.\n\nEstos días, donde China ha reconocido el virus y el combate al mismo, el oftalmólogo publicó en Weibo (el Twitter chino) el documento que le obligaron a firmar donde se retractaba de su advertencia. Su caso se viralizó y hoy las autoridades chinas le pidieron disculpas. 🔸 La historia completa en T13.cl\n\n#weibo #wuhan #LiWenliang #china'}}]"
46,B8Qg-ujlcxK,0,8,[{'node': {'text': '🕯️R. I. P #liwenliang'}}]
47,B8QOjLgFJJ9,0,2,[{'node': {'text': '🙏🏻#liwenliang #coronavirus #wuhan'}}]
48,B8QercaHWoR,0,1,[{'node': {'text': '- 吹哨人 🙏🏻\n-\n#pray #wuhan #rip #liwenliang #heart #heartbroken #broken #disease #virus #ncov #coronavirus #red #seal #caligraphy #china'}}]
49,B8QC_ilhqJD,2,3,"[{'node': {'text': 'Beyond anger and sorrow, we stand with THE doctor #liwenliang today! #rip This #coronavirus situation is no longer just about the virus!May it becomes a thunderstorm and #wakeupchina🙏 #protectyourpeople #knowbetterdobetter'}}]"
50,B8QJteLF09D,0,3,[{'node': {'text': '“如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言。”——柏拉图\nR.I.P🕯️🕯️🕯️\n#liwenliang'}}]
0,B8P5beHgcex,0,3,"[{'node': {'text': 'Do you hear the people sing, singing the words from angry men. #李文亮 #liwenliang'}}]"
1,B8Phel7iU2o,0,3,"[{'node': {'text': ""Je n'ai pas de choix.I can't do anything. what else can I do? #liwenliang #chenqiushi #freedomofspeech #libertéexpression""}}]"
2,B8O0qbwo1BI,185,5365,"[{'node': {'text': ""Li Wenliang, un nome come un altro in Cina.\nMa lui no, non era una persona qualunque.\nEra il Dottor Li Wenliang.\n\nIl dottore che per primo aveva capito che a Wuhan stava succedendo qualcosa di anomalo, qualcosa di pericoloso.\nA dicembre aveva notato sette casi di un virus che gli ricordava la Sars all'ospedale dove lavorava. \nE aveva dato l’allarme.\nPoteva cambiare - magari anche di poco - il verso delle cose. In meglio.\n\nMa gli è stato impedito.\nPerché non è stato creduto, anzi.\n\nÈ stato fermato dalla polizia, minacciato e screditato. Per le autorità era un pericolo, piuttosto che un salvatore.\n\nSolo dopo che l’epidemia è uscita in tutta la sua gravità, il dottor Li è stato riabilitato. È rimesso al suo lavoro.\n\nTroppo tardi. \nOrmai Li si era ammalato di quel coronavirus di cui aveva intuito l’esistenza.\n\nOggi, Li è morto.\n\nHa fatto in tempo ad essere riabilitato, ma non curato.\nUna piccola enorme beffa. \nCiao, Li.\n\n#cina #wuhan #dottorli #liwenliang  #dicembre #scoperta #coronavirus""}}]"
3,B8Qf4fZlBLT,0,154,"[{'node': {'text': ""I can't，I refuse to understand\n#liwenliang""}}]"
4,B8PKHVGIo6v,0,12,[{'node': {'text': '之前进藏前拍的——成都_文殊院，\n整理一下，想起来也是应景—— 🕯🕯🕯🕯🕯🕯🕯🕯🕯🕯🕯 #愿远方的你一切安好#liwenliang #李文亮医生去世'}}]
5,B8QKTVantbw,0,2,[{'node': {'text': 'You want to control your mind? Control the breath😎\n.\n.\n.\n.\n.\nGreat page ➡ @kriya.yoga .\n.\n.\n.\n.\nPrajnana mission ⬅\n.\n.\n.\n.\n.\n.\nFollow them on YouTube --- great videos. . Awful flute music😂\n.\n.\n.\n.\n.\nhttps://www.youtube.com/channel/UCQnZjtsfvuGA9sXbtoTrGkA .\n.\n.\n.\n.\n#mind \n#mindcontrol \n#breath \n#breathcontrol \n#yogateacher \n#coronavirusoutbreak \n#pabloescobar \n#elchapoguzman \n#suluisland \n#christiancommunity \n#donaldtrumpjr \n#roamwild \n#amazonriverdolphin \n#reddolphins \n#kriyayoga \n#enviromentalgroups \n#yogaresearch \n#replacedbyrobots \n#laborshortage \n#animalprotection \n#borisjohnson \n#corybooker \n#chuckschumer \n#kevincramer \n#marshablackburn \n#timkaine \n#liwenliang \n#miakalifa \n#laurilove'}}]
6,B8PFR8xndjj,0,5,[{'node': {'text': '这是天大的笑话  为了卸民愤 装模作样的抢救 纪念李文亮医生 #wuhan #Liwenliang'}}]
7,B8QCvyXheTA,0,9,[{'node': {'text': 'I will never forget today. #liwenliang #coronavirus #wuhan'}}]
8,B8O8mHzpG9X,0,1,"[{'node': {'text': '6 ŞUBAT 2020 - Virüsü gizli mesajla ilk kez duyurmuştu... Doktor Li yaşamını yitirdi! \nÇin ulusal ve yerel basınının duyurduğu son dakika haberine göre, Çin halkını Aralık 2019\'da ""SARS benzeri"" bir hastalık olan yeni tip corona virüsüne karşı uyaran Çinli doktor Li Wenliang, bugün tedavi gördüğü hastanede koronavirüsten dolayı hayatını kaybetti. Söylentilerin yayılnasının ardından Dünya Sağlık Örgütü\'nden konuya ilişkin açıklama geldi. DHÖ yaptığı paylaşımda, ""Doktor Li\'nin ölüm haberini üzüntüyle öğrendik"" ifadelerine yer verdi. \n30 Aralık tarihinde genç doktor Li Wenliang Çin\'in en yaygın mesaj uygulaması üzerinden tıp okulundan arkadaşlarına bir mesaj attı ve bu mesaj virüsün seyrine damgasını vurdu: ""Yerel bir deniz ürünleri pazarından 7 hasta SARS benzeri bir virüs nedeniyle hastanede karantina altında tutuluyor."" SARS salgını, 2003 yılında Çin\'de yüzlerce kişinin ölümüne neden olmuştu. Pekin hükümetinin salgını örtbas etmeye çalıştığı iddialar arasındaydı.\nÖlümcül koronavirüs salgınının merkez üssü Wuhan\'da çalışan doktor Li mesajında, arkadaşlarına sevdiklerini özel olarak uyarmalarını söylemişti. Ancak birkaç saat içerisinde Li\'nin mesajlarının ekran görüntüleri, adı sansürlenmeden viral hale geldi. Li, ""Çevrimiçi ortamda dolaştıklarını görünce kontrolüm dışında olduğunu ve muhtemelen cezalandırılacağımı fark ettim"" açıklamasında bulunmuştu.\nMesajın yayılmasının ardından Li, Wuhan polisinin söylenti yayma suçlamasıyla karşı karşıya kaldı.\n\nCorona virüs\'ün 6 Şubat 2020 itibariyle Çin’deki ""resmi makamlar"" tarafından bugün açıklanan rakamlara göre toplam 563 kişi yaşamını yitirdiği, 28.018 kişide de virüs tespit edildiği biliniyor.\n\n#coronavirus #china #liwenliang #doctor #wuhan'}}]"
9,B8QG1Mop9Ew,0,0,[{'node': {'text': 'RIP #liwenliang #coronavirus'}}]
10,B8PQozoFjEh,1,10,[{'node': {'text': '“Not allowed to say” “Not allowed to die” #liwenliang'}}]
11,B8PFNk7H8MQ,7,13,"[{'node': {'text': '#coronavirus #liwenliang You probably know about the 2019 novel corona virus, yes, we’ve been fighting against it hard for months. When it first happened, eight doctors were telling their fellow doctors to be extra cautious, because there’s a new corona virus in their city of WUHAN. But our government claimed that it was fake news, and the eight doctors were(AND STILL ARE) condemned guilty for spreading rumor! TURNED OUT IT WAS NOT!!'}}]"
12,B8PHLr5FLFu,0,3,[{'node': {'text': '2020年2月6日#liwenliang'}}]
13,B8QC7ashj9f,0,3,[{'node': {'text': 'Yet how far we can go?#coronavirus #liwenliang'}}]
14,B8QDDyYFFVP,0,1,[{'node': {'text': '#liwenliang \n不能 \n不明白'}}]
15,B8PJ_mEFYuS,0,6,[{'node': {'text': '#liwenliang'}}]
16,B8O-d-plKgM,1,18,[{'node': {'text': '#李文亮 #liwenliang #hero #whistleblower R.I.P\n这个人间配不上你\npic by @山芽'}}]
17,B8Pq0c1nfxI,1,5,"[{'node': {'text': 'Rest In Peace, Dr. Wenliang Li!  #coronavirus #liwenliang #fighter #health #nevergiveup #prayer #china'}}]"
18,B8PBu88Fv5X,2,13,[{'node': {'text': 'It is the right of all mankind to be treated with dignity in life and in death #liwenliang'}}]
19,B8OyzUOBoVM,2,7,"[{'node': {'text': 'The whistle blower of #coronavirus outbreak, #wuhan doctor #Liwenliang #李文亮 just passed away. Thank you! 🙏🙏🙏🌹 #thankyou #rip #hero #professional #history #remember #keepfighting'}}]"
20,B8QciUGFsU7,0,2,[{'node': {'text': '#liwenliang'}}]
21,B8QgMcIFiWq,0,0,[{'node': {'text': 'R.I.P🙏🙏🙏 #liwenliang'}}]
22,B8QYVvEnacO,0,5,"[{'node': {'text': ""#liwenliang I couldn't change anything but myself""}}]"
23,B8QRzE8FwfI,0,6,[{'node': {'text': '“Who controls the past controls the future. Who controls the present controls the past”. -#1984georgeorwell #liwenliang Hope we’ll meet in a better place where there is no darkness.'}}]
24,B8Pcfmco56c,1,22,[{'node': {'text': 'R.I.P. Dr. Li Wenliang. 🕯️\nDo you hear the people sing\nSinging a song of angry man?\n#liwenliang #coronavirus #whistleblowers #freedom #freedomofspeech  #understanding #china #2020'}}]
25,B8KZSvZhNxt,0,6,"[{'node': {'text': '#liwenliang\n\n#china\n#ncov\n#coronavirus \n#wuhan\n\nSomething is happening\nSomething was hide\nSome people knewed\nSome others wont aloud it to stop\nSome of us have questions\nSome others haves the TRUTH IN THEIR HANDS.\n\n#BIOLOGICALWEAPON\n#VIRUS\n\nIF YOU KNOW SOMETHING, LET ME KNOW, CAUSE\nI WANT THE TRUE! \nI WANT THE VACCINE!!!\nI WANT THE CURE\nI WANT THIS SHIT STOPS!\n\nTO ALL THE DOCTORS, NURSES AND  PROFESSIONALS IN MEDICINE, SPEAK PLEASE.\n\nJust count, its more than 400 people dead... how many are? How many more? When this crazyness will stop?\n\nWho is looking for the\nWORLD #PANDEMIA?\n\nSpeak. We need to know the true! 🙏✝️😔 All my prayers are with #Asia #China #Wuhan and everyone who is suffering with ealness and sickness.\n\nI WANT THE TRUTH!!!! WHO DO THIS INSANE SHIT??? WHY??????'}}]"
26,B8PqC7TgqhI,0,23,"[{'node': {'text': '醫神李文亮.  Dr Wen liang Li,  RIP \n1986-2020 Wuhan City, China\n#liwenliang, #pencil,  #newyear , #bw, #link, #李文亮#2020 #inkart, #art,#cartoon, #typography,  #comics, #drawing, #sketch.'}}]"
27,B8PJ2fAH1y8,1,12,[{'node': {'text': '.\n#不能\n#不明白\n\n#liwenliang #DrLiWenLiang\n\n#李文亮\n#20200207'}}]
28,B8QZxEhnxQQ,1,61,"[{'node': {'text': ""Chinese doctor Li Wenliang, one of the eight whistleblowers who warned other medics of the coronavirus outbreak but were reprimanded by the police, died of the epidemic on Thursday.\n.\n.\n.\nLin was the first to report about the virus way back in December last year when it first emerged in Wuhan, the provincial capital of China's central Hubei province.\n.\n.\n.\n#coronavirusoutbreak #coronaviruschina #coronavirusupdates #liwenliang #death #wuhan #doctors #hospitals #wuhancity #students #china #coronavirus #chinesepresident #xijinping #infected #peoplesliberationarmy #pla #wuhanuniversity #governmentofindia #virus #firstcase #patient #hospitals #corona #ill #sick #trending #truescoopnews #truescoop #Newschannel #testedpositive #Newschannel""}}]"
29,B8PktKCIdJt,6,90,"[{'node': {'text': 'Surgical mask hopes (Corona virus parte 7)\nPer tutta la strada lastricata di via Paolo Sarpi, si aspetta che anche questa notizia venga sovrastata e che la gente ritorni di nuovo a sorprendersi della cultura che narrò entusiasta Marco Polo, un lungo viaggio lo attese, a noi basta solo una fermata di un tram. .\n.\n.\n.\n.\n.\n.\n.\n#news #photojournalism #internazportfolio @internazionale #reportagephoto #reportagespotlight @gettyreportage #photojournalist #reportagephotography #photodocumentary #documentaryphototography  #documentinglife  #streetsansfrontieres  #great_capture_people #photographyproject #streets_storytelling #reutersphotos  #cinesi #reportagephotographer #journalism #documentaryphoto #sanremo2020 #virus  #coronavirus #paolosarpi #chinatownmilano #spallanzani #china #frecciarossa #liwenliang'}}]"
30,B8PIPA1pC8g,8,123,[{'node': {'text': 'that party sucks\n#liwenliang #coronavirus #2019ncov #whistleblowers'}}]
31,B8Pwtyop20Z,1,26,"[{'node': {'text': 'Dr. Li Wenliang, 34, one of the early whistleblowers that expressed concerns and alarmed other doctors about the novel coronavirus outbreak, who was also infected by the coronavirus, died today in Wuhan. Thank you for your courage to speak out when the unknown disease strikes, when the breaucrats were ignoring the risk and busy covering up. You were accused for being ""rumormonger"" but the truth speaks for itself. Your efforts will be remembered forever. Rest In Peace, Hero. #drliwenliang #liwenliang #wuhan #coronavirus #everydayhero'}}]"
32,B8PHLQqpXh3,0,8,[{'node': {'text': 'We must not forget #liwenliang #2019ncov R.I.P.'}}]
33,B8Pp7qVoHrc,0,11,"[{'node': {'text': ""Li Wenliang  aveva lanciato l'allarme a dicembre su WeChat in un gruppo di ex studenti della scuola di medicina. \nPoco dopo aver pubblicato il messaggio, Li è stato accusato di diffamazione da parte della polizia di Wuhan.\nAveva lanciato l'allarme per il virus che alla fine gli ha tolto la vita.\n Li era oculista, aveva 34 anni. Qualcuno gli chiederà scusa?\nQualcuno lo ringrazierà per il suo coraggio e senso del dovere?\nIo lo voglio ricordare e con lui i medici che hanno con coscienza dato l'allarme fin da dicembre. \n#ingiustizia #coronavirus\n #libertadiespressione \n#liwenliang""}}]"
34,B8PYVYwlv3o,1,14,[{'node': {'text': '😷🖤 #liwenliang #李文亮 #明白 #能'}}]
35,B8PVecdi5k9,64,2527,"[{'node': {'text': 'Muere el \'héroe anónimo\' de Wuhan, el médico represaliado por alertar del coronavirus⠀\n⠀\nEl hospital central de Wuhan, que había negado su muerte previamente, informó a las 3.48 horas de este viernes del fallecimiento de Li Wenliang por coronavirus⠀\n⠀\nTras un jueves de confusión e incertidumbre sobre el estado de salud del doctor chino que alertó del coronavirus y por ello fue represaliado, se ha confirmado su muerte. Una muerte que se había contado, después desmentido y finalmente confirmado. ⠀\n⠀\nHa habido que esperar hasta las 3.48 horas del viernes en Wuhan (siete horas más que en España) para obtener la confirmación oficial de su Hospital Central, donde el médico estaba ingresado en ""estado crítico"", según las últimas versiones.⠀\n⠀\n#wuhan #coronavirus #liwenliang'}}]"
36,B8O7slOnnla,1,4,[]
37,B8PjyzziG8Z,0,41,[{'node': {'text': 'There should be more than one voice in a healthy society #liwenliang'}}]
38,B8OyH8OAZh6,665,28324,"[{'node': {'text': '⚕️ Li Wenliang, un oftalmólogo que advirtió a colegas amigos la presencia de un virus sospechoso en el Hospital Central de Wuhan, murió este jueves producto de la enfermedad, informaron medios chinos.\n\nSu caso logró alcance internacional al ser uno de los primeros en avisar la situación, siendo amenazado por las autoridades chinas de difundir rumores y llamarlo a no comentar la situación. Semanas después le pidieron disculpas.\n\nLa Organización Mundial de la Salud (OMS) lamentó su muerte, producto del coronavirus de Wuhan, e invitó a celebrar su trabajo.\n\n#coronavirus #wuhan #LiWenliang'}}]"
39,B8P1PcUHSYC,42,1847,"[{'node': {'text': ""Dokter 'whistleblower' Virus Korona di China, Li Wenliang, meninggal dunia, Kamis (6/2) waktu setempat. Li Wenliang, meninggal akibat terpapar Virus Korona. Li, didiagnosa mengidap Virus Korona pada 1 Februari 2020.\u2063\u2063\u2063\n\u2063\u2063\u2063\nLi Wenliang adalah dokter dari Wuhan, China, yang pertama kali mendiagnosis tujuh pasien mengidap penyakit yang mirip seperti SARS pada 30 Desember 2019 lalu.\u2063\u2063\u2063\n\u2063\u2063\u2063\nHasil tes tujuh pasien dari pasar seafood lokal itu, menunjukkan positif terpapar Virus Korona, yang serupa dengan sindrom pernafasan akut yang parah.\u2063\u2063\u2063\n\u2063\u2063\u2063\nLantas, Li Wenliang memperingatkan setiap orang untuk waspada atas penyebaran Virus Korona baru ini. \u2063Namun, Li dituduh polisi Wuhan, menyebarkan hoaks. \u2063\u2063\n\u2063\u2063\u2063\n(📷: cnn.com)\u2063\u2063\u2063\n\u2063\n(CIL)\u2063\n\u2063\u2063\u2063\n#iNews #viruskorona #coronavirus #LiWenliang #Meninggal #SARS #Wuhan #China \u2063\u2063\u2063#corona""}}]"
40,B8PT9DNhkbJ,0,3,[{'node': {'text': '#liwenliang'}}]
41,B8PA_OmBzSB,4,5,[{'node': {'text': 'ashamed about everything#liwenliang'}}]
42,B8PIIn3hGBo,0,4,[{'node': {'text': '💔💔💔\n#China #coronavirus #liwenliang'}}]
43,B8QJ6Dupvmc,0,4,[{'node': {'text': '#coronavirus #doctor #liwenliang #death'}}]
44,B8O-QK9jD9l,2,6,"[{'node': {'text': 'the press was to serve the governed, not the governos. #liwenliang #李文亮 #freedom'}}]"
45,B8P0IB9g-XA,0,11,[{'node': {'text': '2.07 RIP 李文亮醫師（2020.2.06）。 #liwenliang #言論自由 #不能不明白'}}]
46,B8QYxQEnb-u,0,27,"[{'node': {'text': '.\n.\n@share.infoid | @share.infoid1 | #shareinfoid\n.\n(@detikcom) Li Wenliang, dokter yang mengabarkan terkait munculnya virus corona, meninggal dunia pada Jumat pukul 02:58 waktu setempat. Dokter Li menjadi salah satu pasien yang juga mengalami infeksi virus tersebut.\n--\nVideo @20detik\n--\n#detikcom #viruscorona #DokterLi #LiWenliang #wuhan #china'}}]"
47,B8Pu-TvATC1,4,54,"[{'node': {'text': ""I do not want to be afraid.  I want to live and be happy.  Let's protect our planet from viruses and other troubles.  #CORONAVIRUS Leave us please ... leave. ⛔️❌💮🆘🚫\n_____________________________________________\n#dokuchinside #SavePlanet #MyTokyois #Tokyo2020 #EYES #eyeshadowlooks #LiWenliang""}}]"
48,B8PrHCXl8xh,0,19,[{'node': {'text': '“一个健康的社会不应该只有一种声音。” ——李文亮\n#李文亮\n#liwenliang \n#不能不明白'}}]
49,B8PVdL1Jmf8,0,4,[{'node': {'text': '#liwenliang 对不起'}}]
